"","lhs","op","rhs","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"1","lprod","~","lrare",0.845379560172998,0.113672950989552,7.43694566573446,1.03028696685215e-13,0.622584670217088,1.06817445012891,0.845379560172998,0.55807637317432,0.55807637317432
"2","lprod","~","Year",-0.0869273013381752,0.127852612261451,-0.679902426713142,0.496566244977904,-0.337513816699984,0.163659214023633,-0.0869273013381752,-0.0511815845335939,-0.102460058032624
"3","lprod","~","Treatment",-0.500118004342777,0.116982032026255,-4.27516940576423,1.90992013535674e-05,-0.729398573952547,-0.270837434733006,-0.500118004342777,-0.29446251663171,-0.589482463613734
"4","lprod","~","Structure",0.333387645500727,0.0954017117894341,3.49456670375646,0.000474831939986098,0.146403726329966,0.520371564671488,0.333387645500727,0.26912579562826,0.26912579562826
"5","lprod","~","lcc",-0.028074434004377,0.0697909327972647,-0.402264776800309,0.687489174210806,-0.164862148734471,0.108713280725717,-0.028074434004377,-0.0323233291847777,-0.0323233291847777
"6","lrare","~","Treatment",-0.030370006898836,0.10724546038459,-0.283182213866462,0.777037161842241,-0.240567246758049,0.179827232960377,-0.030370006898836,-0.0270869762609502,-0.0542252293459891
"7","lrare","~","Year",-0.163315558059652,0.116019583376305,-1.40765509844958,0.159233223684904,-0.390709762978551,0.0640786468592475,-0.163315558059652,-0.145660969355103,-0.291597681260067
"8","lrare","~","Structure",0.301289263052609,0.0816667581063695,3.68925215153252,0.000224914219935757,0.141225358429981,0.461353167675238,0.301289263052609,0.368423722718317,0.368423722718317
"9","lrare","~","lcc",0.0431570638148054,0.0638516843272297,0.675895464145196,0.49910701777514,-0.0819899378187854,0.168304065448396,0.0431570638148054,0.0752688138622768,0.0752688138622768
"10","Structure","~","Year",0.106810696735772,0.146429072571168,0.729436408086651,0.465734753733954,-0.180185011793318,0.393806405264862,0.106810696735772,0.0779052011348346,0.155957880203556
"11","Structure","~","lcc",0.266223978796664,0.0748824018524785,3.55522755962258,0.000377652089750491,0.119457168089951,0.412990789503378,0.266223978796664,0.379705091550081,0.379705091550081
"12","lcc","~","Year",-0.816899702598612,0.181961058983302,-4.48942046811004,7.14172051829998e-06,-1.17353682479465,-0.460262580402572,-0.816899702598612,-0.417754553307226,-0.836299934152228
"13","lcc","~","Treatment",0.380704921813469,0.181961058983302,2.0922329422605,0.0364176830037393,0.0240677996174292,0.737342044009508,0.380704921813469,0.194688789882194,0.389746134110753
"14","lprod","~~","lprod",0.299006228399837,0.0440860632177699,6.78232998312527,1.18252074798875e-11,0.212599132272852,0.385413324526822,0.299006228399837,0.41541008489157,0.41541008489157
"15","lrare","~~","lrare",0.251523251381405,0.0370850802021143,6.78232998312527,1.18252074798875e-11,0.178837829821482,0.324208672941329,0.251523251381405,0.801846342093577,0.801846342093577
"16","Structure","~~","Structure",0.409920539128122,0.0604394861571203,6.78232998312527,1.18252074798875e-11,0.291461323016059,0.528379755240184,0.409920539128122,0.873946465666431,0.873946465666431
"17","lcc","~~","lcc",0.758516036413982,0.111837088183737,6.78232998312528,1.18252074798875e-11,0.539319371438029,0.977712701389936,0.758516036413982,0.794971238144483,0.794971238144483
"18","Year","~~","Year",0.24952741020794,0,NA,NA,0.24952741020794,0.24952741020794,0.24952741020794,1,0.24952741020794
"19","Year","~~","Treatment",0.0113421550094518,0,NA,NA,0.0113421550094518,0.0113421550094518,0.0113421550094518,0.0454545454545455,0.0113421550094518
"20","Treatment","~~","Treatment",0.24952741020794,0,NA,NA,0.24952741020794,0.24952741020794,0.24952741020794,1,0.24952741020794
