"","x","predicted","std.error","conf.low","conf.high","group","facet"
"57",2.94,5.03045904384496,0.0773140112231214,4.87892636634731,5.1819917213426,"No_rats","2015"
"58",2.94,5.33501610341454,0.106355444757122,5.12656326213084,5.54346894469823,"No_rats","2018"
"59",2.94,4.93331338086997,0.0974994663176128,4.74221793837558,5.12440882336437,"Rats","2015"
"60",2.94,5.23787044043955,0.116608739933507,5.00932150988728,5.46641937099182,"Rats","2018"
"61",3.04,5.14558324086103,0.0912949737806414,4.96664838028144,5.32451810144061,"No_rats","2015"
"62",3.04,5.51342352341792,0.119188276039691,5.27981879500071,5.74702825183514,"No_rats","2018"
"63",3.04,5.07480303853466,0.115773778540182,4.84789060224179,5.30171547482754,"Rats","2015"
"64",3.04,5.44264332109156,0.141046689495938,5.16619688954092,5.7190897526422,"Rats","2018"
"65",3.09,5.20314533936906,0.101276044626064,5.0046479394053,5.40164273933282,"No_rats","2015"
"66",3.09,5.60262723341962,0.126242725220137,5.35519603867797,5.85005842816127,"No_rats","2018"
"67",3.09,5.14554786736701,0.126307537347325,4.89798964319031,5.39310609154371,"Rats","2015"
"68",3.09,5.54502976141757,0.154116681797456,5.24296661567773,5.8470929071574,"Rats","2018"
"69",3.14,5.2607074378771,0.112581112427981,5.0400525121788,5.48136236357539,"No_rats","2015"
"70",3.14,5.69183094342131,0.13363409635476,5.42991292745943,5.9537489593832,"No_rats","2018"
"71",3.14,5.21629269619936,0.1374936253957,4.94681014231994,5.48577525007877,"Rats","2015"
"72",3.14,5.64741620174357,0.167579035471193,5.31896732765607,5.97586507583107,"Rats","2018"
"73",3.18,5.30675711668353,0.122333470381443,5.0669879206321,5.54652631273495,"No_rats","2015"
"74",3.18,5.76319391142267,0.139753939862618,5.48928122259436,6.03710660025098,"No_rats","2018"
"75",3.18,5.27288855926523,0.146812297770079,4.98514174314831,5.56063537538216,"Rats","2015"
"76",3.18,5.72932535400438,0.178571882692991,5.3793308952746,6.07931981273415,"Rats","2018"
"77",3.22,5.35280679548995,0.132565591586533,5.0929830103911,5.6126305805888,"No_rats","2015"
"78",3.22,5.83455687942403,0.146032577301373,5.54833828734377,6.12077547150428,"No_rats","2018"
"79",3.22,5.32948442233111,0.156396181879497,5.02295353852772,5.6360153061345,"Rats","2015"
"80",3.22,5.81123450626518,0.189725645359906,5.43937907441615,6.18308993811422,"Rats","2018"
"81",3.26,5.39885647429638,0.143174652668976,5.11823931156616,5.6794736370266,"No_rats","2015"
"82",3.26,5.90591984742538,0.15245039024884,5.60712257310858,6.20471712174218,"No_rats","2018"
"83",3.26,5.38608028539698,0.166199403772443,5.06033543975097,5.711825131043,"Rats","2015"
"84",3.26,5.89314365852598,0.201013538811682,5.49916436205014,6.28712295500182,"Rats","2018"
"85",3.3,5.44490615310281,0.154082812987532,5.14290938901063,5.74690291719499,"No_rats","2015"
"86",3.3,5.97728281542674,0.158990525718838,5.66566711113472,6.28889851971875,"No_rats","2018"
"87",3.3,5.44267614846286,0.176185354385725,5.09735919926341,5.78799309766231,"Rats","2015"
"88",3.3,5.97505281078679,0.212414180608564,5.55872866698842,6.39137695458516,"Rats","2018"
"89",3.4,5.56003035011888,0.182306161712991,5.20271683900168,5.91734386123608,"No_rats","2015"
"90",3.4,6.15569023543013,0.175785821825487,5.8111563556594,6.50022411520085,"No_rats","2018"
"91",3.4,5.58416580612755,0.201770482151142,5.18870292796803,5.97962868428707,"Rats","2015"
"92",3.4,6.1798256914388,0.241303819602186,5.70687889568656,6.65277248719103,"Rats","2018"
