"","lhs","op","rhs","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"1","lprod","~","lrich",1.67910026993273,0.161341111624652,10.4071445462644,0,1.36287750192276,1.99532303794271,1.67910026993273,0.775647998654037,0.775647998654037
"2","lprod","~","Year",0.118945071942079,0.113401408896245,1.04888531015436,0.294230907256504,-0.103317605290661,0.34120774917482,0.118945071942079,0.0700332023748696,0.140198980647616
"3","lprod","~","Treatment",-0.321748182421215,0.102173941055339,-3.14902390079044,0.00163816796644745,-0.522005427048197,-0.121490937794233,-0.321748182421215,-0.189440850346654,-0.379240320461895
"4","lprod","~","Structure",0.0903599536934772,0.0900999970210486,1.00288520178716,0.315916253384996,-0.0862327954749441,0.266952702861898,0.0903599536934772,0.072942695618909,0.072942695618909
"5","lprod","~","lcc",-0.025192521882431,0.059788979701999,-0.421357280354939,0.673494208861247,-0.142376768770745,0.0919917250058833,-0.025192521882431,-0.0290052549867315,-0.0290052549867315
"6","lrich","~","Treatment",-0.121519841622173,0.0647969441429242,-1.87539463827389,0.0607384522190293,-0.248519518450558,0.00547983520621211,-0.121519841622173,-0.154887611376304,-0.310068431737086
"7","lrich","~","Year",-0.20483356428689,0.0700982078062289,-2.92209416898514,0.00347686400785774,-0.342223526967903,-0.0674436016058771,-0.20483356428689,-0.261078199893754,-0.522650632174335
"8","lrich","~","Structure",0.296427562583254,0.0493424753739619,6.00755353955507,1.88343629581311e-09,0.199718087942234,0.393137037224273,0.296427562583254,0.518007857225526,0.518007857225526
"9","lrich","~","lcc",0.0200119891256572,0.0385787363060389,0.518731069024794,0.603948292600396,-0.0556009446032468,0.0956249228545611,0.0200119891256572,0.0498777962349648,0.0498777962349648
"10","Structure","~","Year",0.106810726095677,0.14642907086989,0.729436617067551,0.465734625940835,-0.18018497909897,0.393806431290324,0.106810726095677,0.0779052257845198,0.155957929549589
"11","Structure","~","lcc",0.266223961267207,0.0748824069766627,3.55522708224612,0.000377652775456205,0.119457140517277,0.412990782017137,0.266223961267207,0.379705051922248,0.379705051922248
"12","lcc","~","Year",-0.816899681282091,0.181961042519349,-4.48942075716687,7.14171082782933e-06,-1.17353677120938,-0.460262591354805,-0.816899681282091,-0.417754575846663,-0.836299979273769
"13","lcc","~","Treatment",0.380704881066248,0.18196104251935,2.09223290763331,0.0364176860997929,0.0240677911389612,0.737341970993534,0.380704881066248,0.194688784628947,0.389746123594314
"14","lprod","~~","lprod",0.219890906643667,0.032421145416216,6.78232998312529,1.18252074798875e-11,0.156346629290347,0.283435183996986,0.219890906643667,0.305494977969718,0.305494977969718
"15","lrich","~~","lrich",0.0918183222521757,0.0135378730437215,6.78232998312528,1.18252074798875e-11,0.065284578659206,0.118352065845145,0.0918183222521757,0.597791958459928,0.597791958459928
"16","Structure","~~","Structure",0.409920520433612,0.0604394834007652,6.78232998312527,1.18252074798875e-11,0.291461309723906,0.528379731143318,0.409920520433612,0.873946498396765,0.873946498396765
"17","lcc","~~","lcc",0.758515899151963,0.111837067945556,6.78232998312528,1.18252074798875e-11,0.539319273842114,0.977712524461811,0.758515899151963,0.794971221557494,0.794971221557494
"18","Year","~~","Year",0.24952741020794,0,NA,NA,0.24952741020794,0.24952741020794,0.24952741020794,1,0.24952741020794
"19","Year","~~","Treatment",0.0113421550094518,0,NA,NA,0.0113421550094518,0.0113421550094518,0.0113421550094518,0.0454545454545455,0.0113421550094518
"20","Treatment","~~","Treatment",0.24952741020794,0,NA,NA,0.24952741020794,0.24952741020794,0.24952741020794,1,0.24952741020794
