MaxSizeTL,sstmean,Diet,Position,Kmax,Kmax_lowqt,Kmax_upqt
10,20,HerMac,PelgDw,0.66,0.419,1.072
10,20,HerMac,BtPlAs,0.646,0.408,1.034
10,20,HerMac,BtPlDw,0.774,0.493,1.275
10,20,HerMac,BnthAs,0.519,0.333,0.811
10,20,HerMac,BnthDw,0.533,0.362,0.788
10,20,HerDet,PelgAs,0.672,0.43,1.069
10,20,HerDet,PelgDw,0.657,0.416,1.077
10,20,HerDet,BtPlAs,0.648,0.411,1.066
10,20,HerDet,BtPlDw,0.772,0.484,1.266
10,20,HerDet,BnthAs,0.541,0.342,0.846
10,20,HerDet,BnthDw,0.534,0.356,0.785
10,20,Omnivr,PelgAs,0.555,0.345,0.891
10,20,Omnivr,PelgDw,0.548,0.337,0.896
10,20,Omnivr,BtPlAs,0.537,0.337,0.873
10,20,Omnivr,BtPlDw,0.631,0.398,1.06
10,20,Omnivr,BnthAs,0.431,0.263,0.668
10,20,Omnivr,BnthDw,0.443,0.296,0.661
10,20,Plktiv,PelgAs,0.744,0.458,1.213
10,20,Plktiv,PelgDw,0.746,0.452,1.229
10,20,Plktiv,BtPlAs,0.71,0.435,1.174
10,20,Plktiv,BtPlDw,0.837,0.522,1.358
10,20,Plktiv,BnthAs,0.576,0.356,0.93
10,20,Plktiv,BnthDw,0.591,0.375,0.899
10,20,InvSes,PelgAs,0.697,0.424,1.11
10,20,InvSes,PelgDw,0.684,0.413,1.162
10,20,InvSes,BtPlAs,0.677,0.402,1.105
10,20,InvSes,BtPlDw,0.795,0.475,1.327
10,20,InvSes,BnthAs,0.534,0.333,0.878
10,20,InvSes,BnthDw,0.544,0.357,0.832
10,20,InvMob,PelgAs,0.676,0.433,1.043
10,20,InvMob,PelgDw,0.667,0.422,1.035
10,20,InvMob,BtPlAs,0.647,0.416,1.009
10,20,InvMob,BtPlDw,0.791,0.501,1.239
10,20,InvMob,BnthAs,0.505,0.341,0.777
10,20,InvMob,BnthDw,0.549,0.371,0.807
10,20,FisCep,PelgAs,0.532,0.326,0.867
10,20,FisCep,PelgDw,0.528,0.323,0.846
10,20,FisCep,BtPlAs,0.489,0.297,0.798
10,20,FisCep,BtPlDw,0.606,0.36,1.006
10,20,FisCep,BnthAs,0.403,0.255,0.618
10,20,FisCep,BnthDw,0.405,0.27,0.611
10,22,HerMac,PelgAs,0.69,0.445,1.081
10,22,HerMac,PelgDw,0.677,0.429,1.067
10,22,HerMac,BtPlAs,0.625,0.391,1
10,22,HerMac,BtPlDw,0.826,0.538,1.289
10,22,HerMac,BnthAs,0.621,0.404,0.944
10,22,HerMac,BnthDw,0.533,0.348,0.799
10,22,HerDet,PelgAs,0.766,0.474,1.208
10,22,HerDet,PelgDw,0.751,0.453,1.21
10,22,HerDet,BtPlAs,0.686,0.42,1.13
10,22,HerDet,BtPlDw,0.897,0.58,1.444
10,22,HerDet,BnthAs,0.712,0.435,1.122
10,22,HerDet,BnthDw,0.577,0.383,0.87
10,22,Omnivr,PelgAs,0.549,0.345,0.839
10,22,Omnivr,PelgDw,0.54,0.327,0.842
10,22,Omnivr,BtPlAs,0.502,0.322,0.808
10,22,Omnivr,BtPlDw,0.654,0.414,1.023
10,22,Omnivr,BnthAs,0.498,0.313,0.767
10,22,Omnivr,BnthDw,0.426,0.283,0.63
10,22,Plktiv,PelgAs,0.729,0.448,1.134
10,22,Plktiv,PelgDw,0.732,0.445,1.143
10,22,Plktiv,BtPlAs,0.659,0.407,1.06
10,22,Plktiv,BtPlDw,0.857,0.536,1.334
10,22,Plktiv,BnthAs,0.653,0.407,1.033
10,22,Plktiv,BnthDw,0.56,0.347,0.868
10,22,InvSes,PelgAs,0.702,0.433,1.084
10,22,InvSes,PelgDw,0.694,0.419,1.127
10,22,InvSes,BtPlAs,0.652,0.381,1.055
10,22,InvSes,BtPlDw,0.842,0.511,1.315
10,22,InvSes,BnthAs,0.63,0.4,0.97
10,22,InvSes,BnthDw,0.532,0.342,0.81
10,22,InvMob,PelgAs,0.682,0.437,1.058
10,22,InvMob,PelgDw,0.673,0.423,1.054
10,22,InvMob,BtPlAs,0.6,0.385,0.944
10,22,InvMob,BtPlDw,0.835,0.518,1.266
10,22,InvMob,BnthAs,0.596,0.39,0.906
10,22,InvMob,BnthDw,0.538,0.35,0.809
10,22,FisCep,PelgAs,0.565,0.346,0.876
10,22,FisCep,PelgDw,0.557,0.34,0.892
10,22,FisCep,BtPlAs,0.497,0.298,0.787
10,22,FisCep,BtPlDw,0.681,0.404,1.067
10,22,FisCep,BnthAs,0.5,0.31,0.772
10,22,FisCep,BnthDw,0.414,0.258,0.626
10,24,HerMac,PelgAs,0.867,0.582,1.292
10,24,HerMac,PelgDw,0.853,0.562,1.301
10,24,HerMac,BtPlAs,0.789,0.516,1.206
10,24,HerMac,BtPlDw,1.108,0.726,1.619
10,24,HerMac,BnthAs,0.822,0.534,1.243
10,24,HerMac,BnthDw,0.588,0.405,0.872
10,24,HerDet,PelgAs,0.869,0.576,1.312
10,24,HerDet,PelgDw,0.857,0.556,1.298
10,24,HerDet,BtPlAs,0.787,0.521,1.217
10,24,HerDet,BtPlDw,1.081,0.719,1.645
10,24,HerDet,BnthAs,0.857,0.561,1.309
10,24,HerDet,BnthDw,0.582,0.412,0.844
10,24,Omnivr,PelgAs,0.639,0.421,0.968
10,24,Omnivr,PelgDw,0.614,0.384,0.954
10,24,Omnivr,BtPlAs,0.594,0.377,0.913
10,24,Omnivr,BtPlDw,0.795,0.513,1.199
10,24,Omnivr,BnthAs,0.604,0.386,0.957
10,24,Omnivr,BnthDw,0.435,0.306,0.621
10,24,Plktiv,PelgAs,0.914,0.571,1.395
10,24,Plktiv,PelgDw,0.921,0.578,1.433
10,24,Plktiv,BtPlAs,0.828,0.519,1.277
10,24,Plktiv,BtPlDw,1.129,0.725,1.639
10,24,Plktiv,BnthAs,0.86,0.532,1.371
10,24,Plktiv,BnthDw,0.613,0.403,0.958
10,24,InvSes,PelgAs,0.88,0.572,1.359
10,24,InvSes,PelgDw,0.86,0.542,1.379
10,24,InvSes,BtPlAs,0.823,0.52,1.298
10,24,InvSes,BtPlDw,1.098,0.704,1.688
10,24,InvSes,BnthAs,0.835,0.531,1.312
10,24,InvSes,BnthDw,0.592,0.405,0.882
10,24,InvMob,PelgAs,0.874,0.603,1.298
10,24,InvMob,PelgDw,0.864,0.578,1.325
10,24,InvMob,BtPlAs,0.775,0.503,1.185
10,24,InvMob,BtPlDw,1.128,0.761,1.628
10,24,InvMob,BnthAs,0.79,0.536,1.206
10,24,InvMob,BnthDw,0.614,0.426,0.901
10,24,FisCep,PelgAs,0.684,0.443,1.077
10,24,FisCep,PelgDw,0.678,0.427,1.07
10,24,FisCep,BtPlAs,0.611,0.392,0.959
10,24,FisCep,BtPlDw,0.867,0.56,1.352
10,24,FisCep,BnthAs,0.643,0.41,0.994
10,24,FisCep,BnthDw,0.427,0.299,0.621
10,26,HerMac,PelgAs,1.384,0.937,2.038
10,26,HerMac,PelgDw,1.175,0.79,1.783
10,26,HerMac,BtPlAs,1.292,0.848,1.92
10,26,HerMac,BtPlDw,1.387,0.953,1.99
10,26,HerMac,BnthAs,1.481,1.018,2.122
10,26,HerMac,BnthDw,0.979,0.699,1.363
10,26,HerDet,PelgAs,1.365,0.925,1.986
10,26,HerDet,PelgDw,1.168,0.761,1.757
10,26,HerDet,BtPlAs,1.285,0.83,1.896
10,26,HerDet,BtPlDw,1.345,0.909,1.964
10,26,HerDet,BnthAs,1.519,1.051,2.161
10,26,HerDet,BnthDw,0.949,0.683,1.387
10,26,Omnivr,PelgAs,0.948,0.626,1.417
10,26,Omnivr,PelgDw,0.805,0.524,1.27
10,26,Omnivr,BtPlAs,0.914,0.577,1.373
10,26,Omnivr,BtPlDw,0.962,0.622,1.463
10,26,Omnivr,BnthAs,1.005,0.679,1.545
10,26,Omnivr,BnthDw,0.682,0.491,0.992
10,26,Plktiv,PelgAs,1.363,0.908,2.047
10,26,Plktiv,PelgDw,1.181,0.772,1.848
10,26,Plktiv,BtPlAs,1.286,0.811,1.977
10,26,Plktiv,BtPlDw,1.362,0.9,1.979
10,26,Plktiv,BnthAs,1.451,0.963,2.186
10,26,Plktiv,BnthDw,0.965,0.662,1.448
10,26,InvSes,PelgAs,1.386,0.906,2.107
10,26,InvSes,PelgDw,1.185,0.745,1.842
10,26,InvSes,BtPlAs,1.325,0.859,2.069
10,26,InvSes,BtPlDw,1.374,0.9,2.073
10,26,InvSes,BnthAs,1.465,0.974,2.188
10,26,InvSes,BnthDw,0.962,0.667,1.416
10,26,InvMob,PelgAs,1.36,0.954,2.051
10,26,InvMob,PelgDw,1.152,0.768,1.86
10,26,InvMob,BtPlAs,1.235,0.787,1.88
10,26,InvMob,BtPlDw,1.391,0.936,2.048
10,26,InvMob,BnthAs,1.383,0.941,2.063
10,26,InvMob,BnthDw,0.993,0.689,1.454
10,26,FisCep,PelgAs,1.097,0.739,1.642
10,26,FisCep,PelgDw,0.946,0.609,1.44
10,26,FisCep,BtPlAs,1.022,0.67,1.557
10,26,FisCep,BtPlDw,1.111,0.741,1.685
10,26,FisCep,BnthAs,1.144,0.765,1.714
10,26,FisCep,BnthDw,0.685,0.515,0.957
10,28,HerMac,PelgAs,0.619,0.362,1.025
10,28,HerMac,PelgDw,0.516,0.293,0.894
10,28,HerMac,BtPlAs,0.586,0.343,0.964
10,28,HerMac,BtPlDw,0.564,0.346,0.939
10,28,HerMac,BnthAs,0.762,0.459,1.249
10,28,HerMac,BnthDw,0.389,0.233,0.644
10,28,HerDet,PelgAs,0.632,0.36,1.073
10,28,HerDet,PelgDw,0.537,0.284,0.92
10,28,HerDet,BtPlAs,0.596,0.342,1.028
10,28,HerDet,BtPlDw,0.581,0.331,0.985
10,28,HerDet,BnthAs,0.796,0.463,1.356
10,28,HerDet,BnthDw,0.402,0.23,0.679
10,28,Omnivr,PelgAs,0.408,0.242,0.695
10,28,Omnivr,PelgDw,0.345,0.194,0.583
10,28,Omnivr,BtPlAs,0.402,0.237,0.674
10,28,Omnivr,BtPlDw,0.38,0.234,0.617
10,28,Omnivr,BnthAs,0.505,0.299,0.85
10,28,Omnivr,BnthDw,0.264,0.163,0.429
10,28,Plktiv,PelgAs,0.583,0.347,0.938
10,28,Plktiv,PelgDw,0.499,0.288,0.834
10,28,Plktiv,BtPlAs,0.548,0.326,0.895
10,28,Plktiv,BtPlDw,0.53,0.331,0.828
10,28,Plktiv,BnthAs,0.717,0.42,1.173
10,28,Plktiv,BnthDw,0.373,0.226,0.643
10,28,InvSes,PelgAs,0.657,0.363,1.153
10,28,InvSes,PelgDw,0.559,0.304,1.021
10,28,InvSes,BtPlAs,0.635,0.358,1.138
10,28,InvSes,BtPlDw,0.605,0.344,1.038
10,28,InvSes,BnthAs,0.799,0.456,1.366
10,28,InvSes,BnthDw,0.423,0.244,0.731
10,28,InvMob,PelgAs,0.547,0.317,0.947
10,28,InvMob,PelgDw,0.474,0.267,0.801
10,28,InvMob,BtPlAs,0.511,0.29,0.857
10,28,InvMob,BtPlDw,0.521,0.312,0.871
10,28,InvMob,BnthAs,0.653,0.387,1.07
10,28,InvMob,BnthDw,0.353,0.21,0.602
10,28,FisCep,PelgAs,0.543,0.323,0.983
10,28,FisCep,PelgDw,0.456,0.26,0.829
10,28,FisCep,BtPlAs,0.509,0.301,0.906
10,28,FisCep,BtPlDw,0.503,0.299,0.876
10,28,FisCep,BnthAs,0.659,0.393,1.137
10,28,FisCep,BnthDw,0.307,0.185,0.534
10,30,HerMac,PelgAs,1.328,0.888,1.967
10,30,HerMac,PelgDw,1.153,0.74,1.806
10,30,HerMac,BtPlAs,1.078,0.715,1.664
10,30,HerMac,BtPlDw,1.242,0.791,1.972
10,30,HerMac,BnthAs,1.332,0.849,2.05
10,30,HerMac,BnthDw,1.061,0.696,1.567
10,30,HerDet,PelgAs,1.168,0.703,1.867
10,30,HerDet,PelgDw,1.016,0.624,1.678
10,30,HerDet,BtPlAs,0.962,0.582,1.587
10,30,HerDet,BtPlDw,1.082,0.672,1.824
10,30,HerDet,BnthAs,1.211,0.699,1.953
10,30,HerDet,BnthDw,0.924,0.579,1.501
10,30,Omnivr,PelgAs,0.898,0.598,1.351
10,30,Omnivr,PelgDw,0.772,0.495,1.227
10,30,Omnivr,BtPlAs,0.756,0.489,1.192
10,30,Omnivr,BtPlDw,0.853,0.545,1.371
10,30,Omnivr,BnthAs,0.905,0.57,1.439
10,30,Omnivr,BnthDw,0.731,0.487,1.05
10,30,Plktiv,PelgAs,1.554,1.029,2.385
10,30,Plktiv,PelgDw,1.352,0.872,2.09
10,30,Plktiv,BtPlAs,1.25,0.819,1.925
10,30,Plktiv,BtPlDw,1.391,0.863,2.199
10,30,Plktiv,BnthAs,1.54,0.976,2.405
10,30,Plktiv,BnthDw,1.253,0.806,1.821
10,30,InvSes,PelgAs,1.438,0.929,2.247
10,30,InvSes,PelgDw,1.258,0.791,1.953
10,30,InvSes,BtPlAs,1.207,0.759,1.873
10,30,InvSes,BtPlDw,1.337,0.834,2.109
10,30,InvSes,BnthAs,1.455,0.887,2.251
10,30,InvSes,BnthDw,1.164,0.748,1.685
10,30,InvMob,PelgAs,1.181,0.751,1.848
10,30,InvMob,PelgDw,1.042,0.641,1.681
10,30,InvMob,BtPlAs,0.945,0.601,1.506
10,30,InvMob,BtPlDw,1.168,0.729,1.894
10,30,InvMob,BnthAs,1.122,0.709,1.832
10,30,InvMob,BnthDw,0.935,0.586,1.376
10,30,FisCep,PelgAs,1.186,0.758,1.812
10,30,FisCep,PelgDw,1.036,0.622,1.682
10,30,FisCep,BtPlAs,0.972,0.623,1.544
10,30,FisCep,BtPlDw,1.124,0.703,1.843
10,30,FisCep,BnthAs,1.237,0.722,1.981
10,30,FisCep,BnthDw,0.898,0.593,1.386
15,10,HerMac,PelgAs,0.478,0.344,0.681
15,10,HerMac,PelgDw,0.465,0.323,0.675
15,10,HerMac,BtPlAs,0.451,0.317,0.648
15,10,HerMac,BtPlDw,0.572,0.416,0.808
15,10,HerMac,BnthAs,0.294,0.204,0.426
15,10,HerMac,BnthDw,0.524,0.376,0.725
15,10,HerDet,PelgAs,0.444,0.299,0.634
15,10,HerDet,PelgDw,0.431,0.294,0.633
15,10,HerDet,BtPlAs,0.423,0.286,0.613
15,10,HerDet,BtPlDw,0.531,0.366,0.778
15,10,HerDet,BnthAs,0.284,0.188,0.431
15,10,HerDet,BnthDw,0.478,0.332,0.682
15,10,Omnivr,PelgAs,0.462,0.328,0.677
15,10,Omnivr,PelgDw,0.448,0.312,0.663
15,10,Omnivr,BtPlAs,0.443,0.306,0.639
15,10,Omnivr,BtPlDw,0.552,0.39,0.798
15,10,Omnivr,BnthAs,0.288,0.195,0.423
15,10,Omnivr,BnthDw,0.511,0.363,0.707
15,10,Plktiv,PelgAs,0.482,0.333,0.7
15,10,Plktiv,PelgDw,0.475,0.32,0.691
15,10,Plktiv,BtPlAs,0.461,0.323,0.669
15,10,Plktiv,BtPlDw,0.554,0.383,0.792
15,10,Plktiv,BnthAs,0.301,0.203,0.437
15,10,Plktiv,BnthDw,0.516,0.353,0.741
15,10,InvSes,PelgAs,0.51,0.347,0.774
15,10,InvSes,PelgDw,0.498,0.34,0.766
15,10,InvSes,BtPlAs,0.49,0.331,0.761
15,10,InvSes,BtPlDw,0.618,0.426,0.908
15,10,InvSes,BnthAs,0.319,0.203,0.481
15,10,InvSes,BnthDw,0.548,0.377,0.808
15,10,InvMob,PelgAs,0.456,0.329,0.63
15,10,InvMob,PelgDw,0.444,0.319,0.623
15,10,InvMob,BtPlAs,0.428,0.301,0.598
15,10,InvMob,BtPlDw,0.563,0.409,0.779
15,10,InvMob,BnthAs,0.268,0.192,0.379
15,10,InvMob,BnthDw,0.502,0.376,0.672
15,10,FisCep,PelgAs,0.402,0.261,0.594
15,10,FisCep,PelgDw,0.394,0.26,0.591
15,10,FisCep,BtPlAs,0.368,0.236,0.554
15,10,FisCep,BtPlDw,0.484,0.315,0.719
15,10,FisCep,BnthAs,0.25,0.166,0.364
15,10,FisCep,BnthDw,0.417,0.279,0.626
15,12,HerMac,PelgAs,0.407,0.288,0.562
15,12,HerMac,PelgDw,0.397,0.281,0.56
15,12,HerMac,BtPlAs,0.39,0.28,0.539
15,12,HerMac,BtPlDw,0.476,0.348,0.644
15,12,HerMac,BnthAs,0.251,0.182,0.357
15,12,HerMac,BnthDw,0.434,0.312,0.605
15,12,HerDet,PelgAs,0.376,0.257,0.535
15,12,HerDet,PelgDw,0.367,0.252,0.536
15,12,HerDet,BtPlAs,0.364,0.253,0.518
15,12,HerDet,BtPlDw,0.444,0.313,0.637
15,12,HerDet,BnthAs,0.245,0.167,0.356
15,12,HerDet,BnthDw,0.398,0.276,0.572
15,12,Omnivr,PelgAs,0.392,0.279,0.557
15,12,Omnivr,PelgDw,0.385,0.266,0.554
15,12,Omnivr,BtPlAs,0.383,0.272,0.55
15,12,Omnivr,BtPlDw,0.462,0.329,0.639
15,12,Omnivr,BnthAs,0.249,0.173,0.347
15,12,Omnivr,BnthDw,0.427,0.306,0.592
15,12,Plktiv,PelgAs,0.399,0.276,0.56
15,12,Plktiv,PelgDw,0.394,0.265,0.574
15,12,Plktiv,BtPlAs,0.39,0.269,0.555
15,12,Plktiv,BtPlDw,0.449,0.321,0.626
15,12,Plktiv,BnthAs,0.253,0.172,0.358
15,12,Plktiv,BnthDw,0.419,0.281,0.604
15,12,InvSes,PelgAs,0.432,0.296,0.636
15,12,InvSes,PelgDw,0.424,0.291,0.637
15,12,InvSes,BtPlAs,0.422,0.29,0.628
15,12,InvSes,BtPlDw,0.515,0.357,0.754
15,12,InvSes,BnthAs,0.274,0.18,0.411
15,12,InvSes,BnthDw,0.456,0.315,0.676
15,12,InvMob,PelgAs,0.386,0.284,0.522
15,12,InvMob,PelgDw,0.376,0.269,0.519
15,12,InvMob,BtPlAs,0.369,0.268,0.504
15,12,InvMob,BtPlDw,0.463,0.35,0.616
15,12,InvMob,BnthAs,0.231,0.171,0.318
15,12,InvMob,BnthDw,0.415,0.307,0.546
15,12,FisCep,PelgAs,0.342,0.225,0.5
15,12,FisCep,PelgDw,0.336,0.222,0.494
15,12,FisCep,BtPlAs,0.317,0.208,0.45
15,12,FisCep,BtPlDw,0.404,0.277,0.562
15,12,FisCep,BnthAs,0.215,0.149,0.303
15,12,FisCep,BnthDw,0.347,0.237,0.516
15,14,HerMac,PelgAs,0.384,0.274,0.534
15,14,HerMac,PelgDw,0.378,0.259,0.528
15,14,HerMac,BtPlAs,0.369,0.255,0.519
15,14,HerMac,BtPlDw,0.46,0.334,0.646
15,14,HerMac,BnthAs,0.241,0.173,0.334
15,14,HerMac,BnthDw,0.391,0.282,0.564
15,14,HerDet,PelgAs,0.359,0.243,0.511
15,14,HerDet,PelgDw,0.35,0.233,0.513
15,14,HerDet,BtPlAs,0.346,0.236,0.501
15,14,HerDet,BtPlDw,0.431,0.302,0.623
15,14,HerDet,BnthAs,0.234,0.162,0.339
15,14,HerDet,BnthDw,0.364,0.254,0.532
15,14,Omnivr,PelgAs,0.373,0.266,0.528
15,14,Omnivr,PelgDw,0.366,0.255,0.52
15,14,Omnivr,BtPlAs,0.362,0.254,0.515
15,14,Omnivr,BtPlDw,0.445,0.317,0.635
15,14,Omnivr,BnthAs,0.236,0.169,0.333
15,14,Omnivr,BnthDw,0.386,0.277,0.551
15,14,Plktiv,PelgAs,0.382,0.264,0.563
15,14,Plktiv,PelgDw,0.381,0.259,0.561
15,14,Plktiv,BtPlAs,0.374,0.261,0.539
15,14,Plktiv,BtPlDw,0.445,0.309,0.639
15,14,Plktiv,BnthAs,0.245,0.167,0.35
15,14,Plktiv,BnthDw,0.388,0.266,0.579
15,14,InvSes,PelgAs,0.413,0.281,0.631
15,14,InvSes,PelgDw,0.402,0.274,0.616
15,14,InvSes,BtPlAs,0.402,0.271,0.617
15,14,InvSes,BtPlDw,0.497,0.342,0.745
15,14,InvSes,BnthAs,0.263,0.177,0.397
15,14,InvSes,BnthDw,0.419,0.281,0.636
15,14,InvMob,PelgAs,0.367,0.263,0.501
15,14,InvMob,PelgDw,0.359,0.255,0.497
15,14,InvMob,BtPlAs,0.352,0.249,0.486
15,14,InvMob,BtPlDw,0.45,0.334,0.601
15,14,InvMob,BnthAs,0.223,0.163,0.306
15,14,InvMob,BnthDw,0.377,0.274,0.516
15,14,FisCep,PelgAs,0.314,0.212,0.457
15,14,FisCep,PelgDw,0.309,0.205,0.461
15,14,FisCep,BtPlAs,0.291,0.192,0.424
15,14,FisCep,BtPlDw,0.377,0.249,0.543
15,14,FisCep,BnthAs,0.2,0.139,0.283
15,14,FisCep,BnthDw,0.305,0.209,0.456
15,16,HerMac,PelgAs,0.493,0.355,0.694
15,16,HerMac,PelgDw,0.476,0.343,0.691
15,16,HerMac,BtPlAs,0.462,0.334,0.644
15,16,HerMac,BtPlDw,0.567,0.407,0.786
15,16,HerMac,BnthAs,0.315,0.227,0.455
15,16,HerMac,BnthDw,0.48,0.339,0.677
15,16,HerDet,PelgAs,0.452,0.318,0.654
15,16,HerDet,PelgDw,0.44,0.307,0.645
15,16,HerDet,BtPlAs,0.432,0.301,0.614
15,16,HerDet,BtPlDw,0.525,0.37,0.756
15,16,HerDet,BnthAs,0.302,0.205,0.447
15,16,HerDet,BnthDw,0.439,0.305,0.636
15,16,Omnivr,PelgAs,0.476,0.345,0.667
15,16,Omnivr,PelgDw,0.461,0.329,0.66
15,16,Omnivr,BtPlAs,0.452,0.321,0.632
15,16,Omnivr,BtPlDw,0.546,0.388,0.781
15,16,Omnivr,BnthAs,0.31,0.221,0.453
15,16,Omnivr,BnthDw,0.469,0.33,0.66
15,16,Plktiv,PelgAs,0.499,0.36,0.715
15,16,Plktiv,PelgDw,0.493,0.348,0.726
15,16,Plktiv,BtPlAs,0.474,0.337,0.676
15,16,Plktiv,BtPlDw,0.559,0.401,0.778
15,16,Plktiv,BnthAs,0.326,0.23,0.484
15,16,Plktiv,BnthDw,0.486,0.336,0.707
15,16,InvSes,PelgAs,0.532,0.364,0.784
15,16,InvSes,PelgDw,0.515,0.352,0.776
15,16,InvSes,BtPlAs,0.502,0.346,0.759
15,16,InvSes,BtPlDw,0.61,0.416,0.898
15,16,InvSes,BnthAs,0.342,0.228,0.518
15,16,InvSes,BnthDw,0.507,0.349,0.776
15,16,InvMob,PelgAs,0.466,0.344,0.639
15,16,InvMob,PelgDw,0.453,0.332,0.646
15,16,InvMob,BtPlAs,0.438,0.319,0.607
15,16,InvMob,BtPlDw,0.546,0.397,0.742
15,16,InvMob,BnthAs,0.287,0.209,0.392
15,16,InvMob,BnthDw,0.454,0.332,0.624
15,16,FisCep,PelgAs,0.389,0.271,0.575
15,16,FisCep,PelgDw,0.382,0.262,0.577
15,16,FisCep,BtPlAs,0.348,0.238,0.514
15,16,FisCep,BtPlDw,0.452,0.298,0.655
15,16,FisCep,BnthAs,0.253,0.178,0.367
15,16,FisCep,BnthDw,0.361,0.249,0.536
15,18,HerMac,PelgAs,0.519,0.367,0.705
15,18,HerMac,PelgDw,0.506,0.35,0.693
15,18,HerMac,BtPlAs,0.462,0.322,0.651
15,18,HerMac,BtPlDw,0.538,0.39,0.735
15,18,HerMac,BnthAs,0.336,0.241,0.464
15,18,HerMac,BnthDw,0.573,0.418,0.766
15,18,HerDet,PelgAs,0.471,0.313,0.655
15,18,HerDet,PelgDw,0.463,0.304,0.65
15,18,HerDet,BtPlAs,0.425,0.278,0.611
15,18,HerDet,BtPlDw,0.492,0.344,0.687
15,18,HerDet,BnthAs,0.317,0.218,0.456
15,18,HerDet,BnthDw,0.513,0.364,0.704
15,18,Omnivr,PelgAs,0.487,0.339,0.665
15,18,Omnivr,PelgDw,0.473,0.323,0.66
15,18,Omnivr,BtPlAs,0.436,0.301,0.623
15,18,Omnivr,BtPlDw,0.503,0.354,0.692
15,18,Omnivr,BnthAs,0.319,0.224,0.448
15,18,Omnivr,BnthDw,0.541,0.401,0.721
15,18,Plktiv,PelgAs,0.535,0.382,0.717
15,18,Plktiv,PelgDw,0.53,0.365,0.732
15,18,Plktiv,BtPlAs,0.483,0.341,0.694
15,18,Plktiv,BtPlDw,0.543,0.398,0.728
15,18,Plktiv,BnthAs,0.348,0.251,0.495
15,18,Plktiv,BnthDw,0.575,0.419,0.81
15,18,InvSes,PelgAs,0.567,0.384,0.796
15,18,InvSes,PelgDw,0.553,0.37,0.803
15,18,InvSes,BtPlAs,0.515,0.349,0.766
15,18,InvSes,BtPlDw,0.595,0.408,0.841
15,18,InvSes,BnthAs,0.369,0.253,0.534
15,18,InvSes,BnthDw,0.607,0.437,0.857
15,18,InvMob,PelgAs,0.484,0.353,0.644
15,18,InvMob,PelgDw,0.474,0.335,0.649
15,18,InvMob,BtPlAs,0.441,0.307,0.601
15,18,InvMob,BtPlDw,0.503,0.368,0.69
15,18,InvMob,BnthAs,0.302,0.223,0.407
15,18,InvMob,BnthDw,0.536,0.409,0.683
15,18,FisCep,PelgAs,0.415,0.275,0.589
15,18,FisCep,PelgDw,0.407,0.264,0.587
15,18,FisCep,BtPlAs,0.35,0.223,0.513
15,18,FisCep,BtPlDw,0.427,0.279,0.619
15,18,FisCep,BnthAs,0.271,0.193,0.373
15,18,FisCep,BnthDw,0.437,0.298,0.612
15,20,HerMac,PelgAs,0.608,0.453,0.828
15,20,HerMac,PelgDw,0.587,0.434,0.813
15,20,HerMac,BtPlAs,0.578,0.417,0.788
15,20,HerMac,BtPlDw,0.643,0.448,0.916
15,20,HerMac,BnthAs,0.407,0.322,0.538
15,20,HerMac,BnthDw,0.608,0.456,0.826
15,20,HerDet,PelgAs,0.543,0.387,0.755
15,20,HerDet,PelgDw,0.528,0.365,0.748
15,20,HerDet,BtPlAs,0.517,0.359,0.733
15,20,HerDet,BtPlDw,0.588,0.402,0.877
15,20,HerDet,BnthAs,0.381,0.277,0.525
15,20,HerDet,BnthDw,0.541,0.4,0.737
15,20,Omnivr,PelgAs,0.592,0.433,0.795
15,20,Omnivr,PelgDw,0.569,0.407,0.779
15,20,Omnivr,BtPlAs,0.57,0.402,0.787
15,20,Omnivr,BtPlDw,0.615,0.438,0.864
15,20,Omnivr,BnthAs,0.399,0.302,0.541
15,20,Omnivr,BnthDw,0.594,0.449,0.8
15,20,Plktiv,PelgAs,0.607,0.444,0.831
15,20,Plktiv,PelgDw,0.596,0.425,0.846
15,20,Plktiv,BtPlAs,0.584,0.402,0.814
15,20,Plktiv,BtPlDw,0.628,0.434,0.899
15,20,Plktiv,BnthAs,0.415,0.312,0.574
15,20,Plktiv,BnthDw,0.606,0.432,0.843
15,20,InvSes,PelgAs,0.64,0.462,0.936
15,20,InvSes,PelgDw,0.618,0.437,0.935
15,20,InvSes,BtPlAs,0.624,0.433,0.903
15,20,InvSes,BtPlDw,0.683,0.465,1.006
15,20,InvSes,BnthAs,0.432,0.321,0.609
15,20,InvSes,BnthDw,0.636,0.462,0.895
15,20,InvMob,PelgAs,0.612,0.452,0.846
15,20,InvMob,PelgDw,0.594,0.426,0.828
15,20,InvMob,BtPlAs,0.582,0.415,0.79
15,20,InvMob,BtPlDw,0.656,0.466,0.939
15,20,InvMob,BnthAs,0.403,0.317,0.527
15,20,InvMob,BnthDw,0.617,0.453,0.834
15,20,FisCep,PelgAs,0.456,0.333,0.635
15,20,FisCep,PelgDw,0.448,0.312,0.63
15,20,FisCep,BtPlAs,0.415,0.284,0.588
15,20,FisCep,BtPlDw,0.484,0.32,0.71
15,20,FisCep,BnthAs,0.303,0.248,0.383
15,20,FisCep,BnthDw,0.435,0.308,0.612
15,22,HerMac,PelgAs,0.626,0.462,0.851
15,22,HerMac,PelgDw,0.603,0.443,0.849
