MaxSizeTL,sstmean,Diet,Position,Kmax,Kmax_lowqt,Kmax_upqt
100,26,FisCep,BtPlDw,0.124,0.088,0.176
100,26,FisCep,BnthAs,0.173,0.122,0.246
100,26,FisCep,BnthDw,0.131,0.102,0.17
100,28,HerMac,PelgAs,0.13,0.089,0.184
100,28,HerMac,PelgDw,0.113,0.077,0.169
100,28,HerMac,BtPlAs,0.1,0.066,0.145
100,28,HerMac,BtPlDw,0.094,0.067,0.133
100,28,HerMac,BnthAs,0.134,0.086,0.199
100,28,HerMac,BnthDw,0.083,0.053,0.126
100,28,HerDet,PelgAs,0.081,0.052,0.124
100,28,HerDet,PelgDw,0.071,0.045,0.112
100,28,HerDet,BtPlAs,0.065,0.039,0.101
100,28,HerDet,BtPlDw,0.068,0.047,0.102
100,28,HerDet,BnthAs,0.086,0.052,0.134
100,28,HerDet,BnthDw,0.054,0.032,0.087
100,28,Omnivr,PelgAs,0.108,0.068,0.164
100,28,Omnivr,PelgDw,0.094,0.059,0.146
100,28,Omnivr,BtPlAs,0.086,0.054,0.13
100,28,Omnivr,BtPlDw,0.077,0.051,0.116
100,28,Omnivr,BnthAs,0.112,0.068,0.179
100,28,Omnivr,BnthDw,0.072,0.045,0.113
100,28,Plktiv,PelgAs,0.122,0.082,0.179
100,28,Plktiv,PelgDw,0.106,0.071,0.165
100,28,Plktiv,BtPlAs,0.096,0.062,0.146
100,28,Plktiv,BtPlDw,0.087,0.06,0.132
100,28,Plktiv,BnthAs,0.126,0.081,0.192
100,28,Plktiv,BnthDw,0.08,0.049,0.122
100,28,InvSes,PelgAs,0.117,0.076,0.178
100,28,InvSes,PelgDw,0.104,0.065,0.157
100,28,InvSes,BtPlAs,0.095,0.062,0.142
100,28,InvSes,BtPlDw,0.087,0.059,0.129
100,28,InvSes,BnthAs,0.122,0.076,0.182
100,28,InvSes,BnthDw,0.072,0.044,0.113
100,28,InvMob,PelgAs,0.126,0.088,0.176
100,28,InvMob,PelgDw,0.111,0.075,0.16
100,28,InvMob,BtPlAs,0.1,0.069,0.142
100,28,InvMob,BtPlDw,0.097,0.071,0.134
100,28,InvMob,BnthAs,0.13,0.087,0.192
100,28,InvMob,BnthDw,0.079,0.053,0.115
100,28,FisCep,PelgAs,0.168,0.118,0.228
100,28,FisCep,PelgDw,0.147,0.099,0.211
100,28,FisCep,BtPlAs,0.108,0.07,0.17
100,28,FisCep,BtPlDw,0.105,0.072,0.149
100,28,FisCep,BnthAs,0.155,0.105,0.23
100,28,FisCep,BnthDw,0.087,0.062,0.117
100,30,HerMac,PelgAs,0.137,0.089,0.209
100,30,HerMac,PelgDw,0.128,0.08,0.204
100,30,HerMac,BtPlAs,0.111,0.07,0.177
100,30,HerMac,BtPlDw,0.125,0.082,0.195
100,30,HerMac,BnthAs,0.1,0.058,0.167
100,30,HerMac,BnthDw,0.116,0.07,0.184
100,30,HerDet,PelgAs,0.098,0.063,0.158
100,30,HerDet,PelgDw,0.092,0.058,0.155
100,30,HerDet,BtPlAs,0.083,0.049,0.139
100,30,HerDet,BtPlDw,0.105,0.07,0.162
100,30,HerDet,BnthAs,0.075,0.044,0.132
100,30,HerDet,BnthDw,0.085,0.052,0.139
100,30,Omnivr,PelgAs,0.12,0.07,0.195
100,30,Omnivr,PelgDw,0.112,0.065,0.188
100,30,Omnivr,BtPlAs,0.099,0.059,0.169
100,30,Omnivr,BtPlDw,0.11,0.066,0.18
100,30,Omnivr,BnthAs,0.088,0.049,0.159
100,30,Omnivr,BnthDw,0.104,0.061,0.179
100,30,Plktiv,PelgAs,0.149,0.096,0.243
100,30,Plktiv,PelgDw,0.14,0.087,0.238
100,30,Plktiv,BtPlAs,0.122,0.076,0.209
100,30,Plktiv,BtPlDw,0.132,0.083,0.22
100,30,Plktiv,BnthAs,0.11,0.062,0.189
100,30,Plktiv,BnthDw,0.127,0.075,0.209
100,30,InvSes,PelgAs,0.129,0.078,0.211
100,30,InvSes,PelgDw,0.121,0.073,0.206
100,30,InvSes,BtPlAs,0.11,0.066,0.183
100,30,InvSes,BtPlDw,0.12,0.073,0.192
100,30,InvSes,BnthAs,0.094,0.055,0.17
100,30,InvSes,BnthDw,0.105,0.061,0.176
100,30,InvMob,PelgAs,0.138,0.094,0.21
100,30,InvMob,PelgDw,0.132,0.086,0.208
100,30,InvMob,BtPlAs,0.118,0.079,0.186
100,30,InvMob,BtPlDw,0.134,0.089,0.208
100,30,InvMob,BnthAs,0.095,0.06,0.161
100,30,InvMob,BnthDw,0.116,0.075,0.178
100,30,FisCep,PelgAs,0.169,0.122,0.242
100,30,FisCep,PelgDw,0.161,0.113,0.242
100,30,FisCep,BtPlAs,0.122,0.081,0.189
100,30,FisCep,BtPlDw,0.143,0.098,0.214
100,30,FisCep,BnthAs,0.125,0.08,0.2
100,30,FisCep,BnthDw,0.123,0.087,0.182
120,10,HerMac,PelgAs,0.064,0.045,0.092
120,10,HerMac,PelgDw,0.063,0.044,0.092
120,10,HerMac,BtPlAs,0.052,0.031,0.079
120,10,HerMac,BtPlDw,0.055,0.037,0.086
120,10,HerMac,BnthAs,0.05,0.035,0.071
120,10,HerMac,BnthDw,0.065,0.045,0.095
120,10,HerDet,PelgAs,0.058,0.041,0.082
120,10,HerDet,PelgDw,0.057,0.04,0.082
120,10,HerDet,BtPlAs,0.048,0.029,0.075
120,10,HerDet,BtPlDw,0.053,0.036,0.084
120,10,HerDet,BnthAs,0.047,0.032,0.066
120,10,HerDet,BnthDw,0.059,0.041,0.086
120,10,Omnivr,PelgAs,0.062,0.039,0.095
120,10,Omnivr,PelgDw,0.061,0.038,0.094
120,10,Omnivr,BtPlAs,0.05,0.03,0.081
120,10,Omnivr,BtPlDw,0.053,0.032,0.088
120,10,Omnivr,BnthAs,0.049,0.031,0.076
120,10,Omnivr,BnthDw,0.063,0.041,0.096
120,10,Plktiv,PelgAs,0.058,0.039,0.09
120,10,Plktiv,PelgDw,0.058,0.038,0.089
120,10,Plktiv,BtPlAs,0.048,0.028,0.082
120,10,Plktiv,BtPlDw,0.047,0.031,0.078
120,10,Plktiv,BnthAs,0.046,0.031,0.072
120,10,Plktiv,BnthDw,0.06,0.039,0.094
120,10,InvSes,PelgAs,0.06,0.04,0.088
120,10,InvSes,PelgDw,0.059,0.04,0.088
120,10,InvSes,BtPlAs,0.05,0.03,0.078
120,10,InvSes,BtPlDw,0.052,0.034,0.085
120,10,InvSes,BnthAs,0.047,0.032,0.069
120,10,InvSes,BnthDw,0.059,0.038,0.087
120,10,InvMob,PelgAs,0.063,0.045,0.09
120,10,InvMob,PelgDw,0.062,0.043,0.089
120,10,InvMob,BtPlAs,0.054,0.035,0.082
120,10,InvMob,BtPlDw,0.056,0.038,0.088
120,10,InvMob,BnthAs,0.048,0.036,0.067
120,10,InvMob,BnthDw,0.066,0.047,0.091
120,10,FisCep,PelgAs,0.117,0.082,0.171
120,10,FisCep,PelgDw,0.117,0.082,0.177
120,10,FisCep,BtPlAs,0.074,0.051,0.11
120,10,FisCep,BtPlDw,0.091,0.064,0.134
120,10,FisCep,BnthAs,0.087,0.061,0.129
120,10,FisCep,BnthDw,0.102,0.071,0.149
120,12,HerMac,PelgAs,0.067,0.047,0.095
120,12,HerMac,PelgDw,0.066,0.046,0.095
120,12,HerMac,BtPlAs,0.053,0.034,0.08
120,12,HerMac,BtPlDw,0.056,0.038,0.087
120,12,HerMac,BnthAs,0.052,0.037,0.074
120,12,HerMac,BnthDw,0.066,0.046,0.096
120,12,HerDet,PelgAs,0.06,0.043,0.083
120,12,HerDet,PelgDw,0.059,0.042,0.084
120,12,HerDet,BtPlAs,0.049,0.031,0.075
120,12,HerDet,BtPlDw,0.054,0.037,0.088
120,12,HerDet,BnthAs,0.048,0.033,0.069
120,12,HerDet,BnthDw,0.06,0.042,0.087
120,12,Omnivr,PelgAs,0.064,0.041,0.097
120,12,Omnivr,PelgDw,0.062,0.04,0.096
120,12,Omnivr,BtPlAs,0.052,0.032,0.082
120,12,Omnivr,BtPlDw,0.053,0.033,0.088
120,12,Omnivr,BnthAs,0.051,0.033,0.076
120,12,Omnivr,BnthDw,0.064,0.042,0.097
120,12,Plktiv,PelgAs,0.056,0.037,0.087
120,12,Plktiv,PelgDw,0.056,0.038,0.09
120,12,Plktiv,BtPlAs,0.047,0.028,0.079
120,12,Plktiv,BtPlDw,0.045,0.03,0.076
120,12,Plktiv,BnthAs,0.045,0.03,0.071
120,12,Plktiv,BnthDw,0.057,0.038,0.091
120,12,InvSes,PelgAs,0.062,0.041,0.092
120,12,InvSes,PelgDw,0.061,0.041,0.093
120,12,InvSes,BtPlAs,0.051,0.032,0.081
120,12,InvSes,BtPlDw,0.052,0.035,0.086
120,12,InvSes,BnthAs,0.049,0.033,0.07
120,12,InvSes,BnthDw,0.059,0.039,0.089
120,12,InvMob,PelgAs,0.066,0.047,0.092
120,12,InvMob,PelgDw,0.064,0.045,0.092
120,12,InvMob,BtPlAs,0.056,0.038,0.084
120,12,InvMob,BtPlDw,0.057,0.04,0.087
120,12,InvMob,BnthAs,0.05,0.038,0.068
120,12,InvMob,BnthDw,0.067,0.049,0.092
120,12,FisCep,PelgAs,0.121,0.086,0.178
120,12,FisCep,PelgDw,0.12,0.085,0.183
120,12,FisCep,BtPlAs,0.077,0.052,0.114
120,12,FisCep,BtPlDw,0.092,0.065,0.138
120,12,FisCep,BnthAs,0.09,0.062,0.129
120,12,FisCep,BnthDw,0.104,0.072,0.152
120,14,HerMac,PelgAs,0.068,0.049,0.095
120,14,HerMac,PelgDw,0.068,0.048,0.096
120,14,HerMac,BtPlAs,0.054,0.033,0.083
120,14,HerMac,BtPlDw,0.059,0.04,0.091
120,14,HerMac,BnthAs,0.053,0.039,0.073
120,14,HerMac,BnthDw,0.065,0.045,0.093
120,14,HerDet,PelgAs,0.062,0.045,0.086
120,14,HerDet,PelgDw,0.061,0.044,0.087
120,14,HerDet,BtPlAs,0.049,0.031,0.077
120,14,HerDet,BtPlDw,0.058,0.039,0.091
120,14,HerDet,BnthAs,0.05,0.035,0.069
120,14,HerDet,BnthDw,0.059,0.041,0.085
120,14,Omnivr,PelgAs,0.066,0.044,0.099
120,14,Omnivr,PelgDw,0.065,0.042,0.1
120,14,Omnivr,BtPlAs,0.051,0.031,0.083
120,14,Omnivr,BtPlDw,0.057,0.036,0.092
120,14,Omnivr,BnthAs,0.052,0.035,0.077
120,14,Omnivr,BnthDw,0.062,0.042,0.093
120,14,Plktiv,PelgAs,0.059,0.04,0.089
120,14,Plktiv,PelgDw,0.059,0.039,0.092
120,14,Plktiv,BtPlAs,0.047,0.028,0.08
120,14,Plktiv,BtPlDw,0.049,0.032,0.079
120,14,Plktiv,BnthAs,0.047,0.032,0.071
120,14,Plktiv,BnthDw,0.057,0.038,0.091
120,14,InvSes,PelgAs,0.064,0.044,0.093
120,14,InvSes,PelgDw,0.063,0.043,0.094
120,14,InvSes,BtPlAs,0.051,0.032,0.082
120,14,InvSes,BtPlDw,0.056,0.038,0.088
120,14,InvSes,BnthAs,0.051,0.035,0.072
120,14,InvSes,BnthDw,0.058,0.039,0.085
120,14,InvMob,PelgAs,0.07,0.05,0.096
120,14,InvMob,PelgDw,0.068,0.048,0.095
120,14,InvMob,BtPlAs,0.057,0.036,0.087
120,14,InvMob,BtPlDw,0.062,0.043,0.092
120,14,InvMob,BnthAs,0.052,0.04,0.07
120,14,InvMob,BnthDw,0.066,0.047,0.094
120,14,FisCep,PelgAs,0.12,0.088,0.173
120,14,FisCep,PelgDw,0.121,0.085,0.181
120,14,FisCep,BtPlAs,0.074,0.05,0.109
120,14,FisCep,BtPlDw,0.095,0.065,0.137
120,14,FisCep,BnthAs,0.089,0.065,0.125
120,14,FisCep,BnthDw,0.097,0.068,0.141
120,16,HerMac,PelgAs,0.085,0.066,0.111
120,16,HerMac,PelgDw,0.083,0.063,0.112
120,16,HerMac,BtPlAs,0.059,0.039,0.087
120,16,HerMac,BtPlDw,0.071,0.052,0.105
120,16,HerMac,BnthAs,0.065,0.051,0.085
120,16,HerMac,BnthDw,0.073,0.054,0.098
120,16,HerDet,PelgAs,0.076,0.06,0.099
120,16,HerDet,PelgDw,0.074,0.058,0.1
120,16,HerDet,BtPlAs,0.054,0.037,0.081
120,16,HerDet,BtPlDw,0.069,0.05,0.108
120,16,HerDet,BnthAs,0.06,0.045,0.081
120,16,HerDet,BnthDw,0.066,0.05,0.092
120,16,Omnivr,PelgAs,0.08,0.056,0.118
120,16,Omnivr,PelgDw,0.078,0.054,0.116
120,16,Omnivr,BtPlAs,0.057,0.036,0.09
120,16,Omnivr,BtPlDw,0.067,0.044,0.109
120,16,Omnivr,BnthAs,0.062,0.044,0.089
120,16,Omnivr,BnthDw,0.07,0.048,0.1
120,16,Plktiv,PelgAs,0.074,0.053,0.109
120,16,Plktiv,PelgDw,0.074,0.051,0.11
120,16,Plktiv,BtPlAs,0.053,0.032,0.086
120,16,Plktiv,BtPlDw,0.061,0.04,0.098
120,16,Plktiv,BnthAs,0.059,0.042,0.086
120,16,Plktiv,BnthDw,0.066,0.044,0.1
120,16,InvSes,PelgAs,0.079,0.058,0.11
120,16,InvSes,PelgDw,0.077,0.056,0.11
120,16,InvSes,BtPlAs,0.057,0.036,0.088
120,16,InvSes,BtPlDw,0.067,0.047,0.103
120,16,InvSes,BnthAs,0.061,0.045,0.083
120,16,InvSes,BnthDw,0.065,0.047,0.093
120,16,InvMob,PelgAs,0.084,0.066,0.108
120,16,InvMob,PelgDw,0.081,0.061,0.11
120,16,InvMob,BtPlAs,0.063,0.042,0.093
120,16,InvMob,BtPlDw,0.073,0.053,0.105
120,16,InvMob,BnthAs,0.063,0.051,0.079
120,16,InvMob,BnthDw,0.073,0.055,0.096
120,16,FisCep,PelgAs,0.143,0.106,0.203
120,16,FisCep,PelgDw,0.142,0.1,0.208
120,16,FisCep,BtPlAs,0.076,0.052,0.119
120,16,FisCep,BtPlDw,0.107,0.077,0.161
120,16,FisCep,BnthAs,0.104,0.076,0.155
120,16,FisCep,BnthDw,0.107,0.077,0.158
120,18,HerMac,PelgAs,0.046,0.034,0.061
120,18,HerMac,PelgDw,0.045,0.034,0.062
120,18,HerMac,BtPlAs,0.025,0.017,0.035
120,18,HerMac,BtPlDw,0.036,0.025,0.053
120,18,HerMac,BnthAs,0.037,0.027,0.051
120,18,HerMac,BnthDw,0.051,0.036,0.068
120,18,HerDet,PelgAs,0.039,0.029,0.051
120,18,HerDet,PelgDw,0.039,0.029,0.052
120,18,HerDet,BtPlAs,0.022,0.015,0.032
120,18,HerDet,BtPlDw,0.034,0.024,0.053
120,18,HerDet,BnthAs,0.033,0.023,0.046
120,18,HerDet,BnthDw,0.044,0.031,0.061
120,18,Omnivr,PelgAs,0.041,0.027,0.059
120,18,Omnivr,PelgDw,0.04,0.027,0.059
120,18,Omnivr,BtPlAs,0.022,0.015,0.033
120,18,Omnivr,BtPlDw,0.033,0.021,0.051
120,18,Omnivr,BnthAs,0.034,0.022,0.05
120,18,Omnivr,BnthDw,0.046,0.03,0.066
120,18,Plktiv,PelgAs,0.041,0.028,0.063
120,18,Plktiv,PelgDw,0.041,0.028,0.064
120,18,Plktiv,BtPlAs,0.023,0.015,0.038
120,18,Plktiv,BtPlDw,0.032,0.02,0.052
120,18,Plktiv,BnthAs,0.034,0.023,0.052
120,18,Plktiv,BnthDw,0.046,0.029,0.072
120,18,InvSes,PelgAs,0.043,0.031,0.059
120,18,InvSes,PelgDw,0.042,0.03,0.06
120,18,InvSes,BtPlAs,0.024,0.016,0.035
120,18,InvSes,BtPlDw,0.035,0.023,0.052
120,18,InvSes,BnthAs,0.035,0.025,0.05
120,18,InvSes,BnthDw,0.045,0.031,0.064
120,18,InvMob,PelgAs,0.047,0.036,0.063
120,18,InvMob,PelgDw,0.046,0.035,0.064
120,18,InvMob,BtPlAs,0.029,0.021,0.042
120,18,InvMob,BtPlDw,0.038,0.027,0.057
120,18,InvMob,BnthAs,0.038,0.028,0.052
120,18,InvMob,BnthDw,0.054,0.039,0.07
120,18,FisCep,PelgAs,0.074,0.054,0.104
120,18,FisCep,PelgDw,0.074,0.054,0.106
120,18,FisCep,BtPlAs,0.03,0.024,0.041
120,18,FisCep,BtPlDw,0.051,0.036,0.073
120,18,FisCep,BnthAs,0.058,0.041,0.08
120,18,FisCep,BnthDw,0.07,0.05,0.101
120,20,HerMac,PelgAs,0.089,0.068,0.116
120,20,HerMac,PelgDw,0.086,0.065,0.116
120,20,HerMac,BtPlAs,0.049,0.033,0.072
120,20,HerMac,BtPlDw,0.079,0.059,0.105
120,20,HerMac,BnthAs,0.063,0.047,0.084
120,20,HerMac,BnthDw,0.077,0.058,0.1
120,20,HerDet,PelgAs,0.071,0.051,0.099
120,20,HerDet,PelgDw,0.069,0.049,0.097
120,20,HerDet,BtPlAs,0.041,0.026,0.065
120,20,HerDet,BtPlDw,0.072,0.049,0.112
120,20,HerDet,BnthAs,0.052,0.036,0.075
120,20,HerDet,BnthDw,0.063,0.043,0.089
120,20,Omnivr,PelgAs,0.079,0.054,0.113
120,20,Omnivr,PelgDw,0.077,0.053,0.113
120,20,Omnivr,BtPlAs,0.046,0.03,0.07
120,20,Omnivr,BtPlDw,0.071,0.048,0.102
120,20,Omnivr,BnthAs,0.057,0.038,0.081
120,20,Omnivr,BnthDw,0.072,0.048,0.101
120,20,Plktiv,PelgAs,0.071,0.051,0.103
120,20,Plktiv,PelgDw,0.071,0.049,0.103
120,20,Plktiv,BtPlAs,0.041,0.026,0.067
120,20,Plktiv,BtPlDw,0.063,0.044,0.098
120,20,Plktiv,BnthAs,0.052,0.036,0.077
120,20,Plktiv,BnthDw,0.064,0.044,0.097
120,20,InvSes,PelgAs,0.08,0.057,0.109
120,20,InvSes,PelgDw,0.078,0.055,0.109
120,20,InvSes,BtPlAs,0.046,0.03,0.071
120,20,InvSes,BtPlDw,0.073,0.051,0.103
120,20,InvSes,BnthAs,0.057,0.041,0.082
120,20,InvSes,BnthDw,0.067,0.047,0.092
120,20,InvMob,PelgAs,0.093,0.071,0.12
120,20,InvMob,PelgDw,0.09,0.068,0.119
120,20,InvMob,BtPlAs,0.056,0.038,0.078
120,20,InvMob,BtPlDw,0.087,0.064,0.113
120,20,InvMob,BnthAs,0.066,0.049,0.087
120,20,InvMob,BnthDw,0.083,0.062,0.109
120,20,FisCep,PelgAs,0.138,0.105,0.183
120,20,FisCep,PelgDw,0.137,0.101,0.189
120,20,FisCep,BtPlAs,0.06,0.042,0.086
120,20,FisCep,BtPlDw,0.108,0.08,0.146
120,20,FisCep,BnthAs,0.091,0.07,0.125
120,20,FisCep,BnthDw,0.104,0.078,0.136
120,22,HerMac,PelgAs,0.093,0.07,0.12
120,22,HerMac,PelgDw,0.09,0.068,0.119
120,22,HerMac,BtPlAs,0.055,0.038,0.077
120,22,HerMac,BtPlDw,0.084,0.061,0.119
120,22,HerMac,BnthAs,0.068,0.051,0.09
120,22,HerMac,BnthDw,0.076,0.057,0.1
120,22,HerDet,PelgAs,0.089,0.063,0.125
120,22,HerDet,PelgDw,0.087,0.058,0.124
120,22,HerDet,BtPlAs,0.054,0.035,0.083
120,22,HerDet,BtPlDw,0.09,0.062,0.141
120,22,HerDet,BnthAs,0.067,0.045,0.097
120,22,HerDet,BnthDw,0.074,0.052,0.106
120,22,Omnivr,PelgAs,0.083,0.056,0.114
120,22,Omnivr,PelgDw,0.081,0.053,0.113
120,22,Omnivr,BtPlAs,0.052,0.033,0.074
120,22,Omnivr,BtPlDw,0.075,0.05,0.11
120,22,Omnivr,BnthAs,0.062,0.042,0.088
120,22,Omnivr,BnthDw,0.071,0.047,0.099
120,22,Plktiv,PelgAs,0.072,0.049,0.104
120,22,Plktiv,PelgDw,0.074,0.05,0.104
120,22,Plktiv,BtPlAs,0.045,0.029,0.07
120,22,Plktiv,BtPlDw,0.066,0.043,0.099
120,22,Plktiv,BnthAs,0.054,0.036,0.082
120,22,Plktiv,BnthDw,0.061,0.042,0.092
120,22,InvSes,PelgAs,0.082,0.058,0.113
120,22,InvSes,PelgDw,0.081,0.057,0.112
120,22,InvSes,BtPlAs,0.052,0.034,0.073
120,22,InvSes,BtPlDw,0.076,0.052,0.112
120,22,InvSes,BnthAs,0.06,0.043,0.086
120,22,InvSes,BnthDw,0.065,0.046,0.091
120,22,InvMob,PelgAs,0.097,0.076,0.123
120,22,InvMob,PelgDw,0.093,0.071,0.121
120,22,InvMob,BtPlAs,0.061,0.045,0.082
120,22,InvMob,BtPlDw,0.09,0.066,0.122
120,22,InvMob,BnthAs,0.071,0.055,0.092
120,22,InvMob,BnthDw,0.084,0.065,0.104
120,22,FisCep,PelgAs,0.135,0.101,0.172
120,22,FisCep,PelgDw,0.134,0.096,0.178
120,22,FisCep,BtPlAs,0.065,0.046,0.089
120,22,FisCep,BtPlDw,0.107,0.079,0.142
120,22,FisCep,BnthAs,0.093,0.068,0.122
120,22,FisCep,BnthDw,0.091,0.071,0.117
120,24,HerMac,PelgAs,0.103,0.083,0.133
120,24,HerMac,PelgDw,0.1,0.078,0.133
120,24,HerMac,BtPlAs,0.067,0.048,0.094
120,24,HerMac,BtPlDw,0.092,0.072,0.13
120,24,HerMac,BnthAs,0.077,0.06,0.102
120,24,HerMac,BnthDw,0.082,0.063,0.108
120,24,HerDet,PelgAs,0.077,0.055,0.108
120,24,HerDet,PelgDw,0.075,0.053,0.109
120,24,HerDet,BtPlAs,0.052,0.034,0.076
120,24,HerDet,BtPlDw,0.08,0.057,0.118
120,24,HerDet,BnthAs,0.06,0.042,0.086
120,24,HerDet,BnthDw,0.062,0.044,0.091
120,24,Omnivr,PelgAs,0.096,0.071,0.128
120,24,Omnivr,PelgDw,0.093,0.066,0.129
120,24,Omnivr,BtPlAs,0.065,0.045,0.093
120,24,Omnivr,BtPlDw,0.085,0.061,0.12
120,24,Omnivr,BnthAs,0.073,0.053,0.099
120,24,Omnivr,BnthDw,0.079,0.056,0.108
120,24,Plktiv,PelgAs,0.08,0.057,0.115
120,24,Plktiv,PelgDw,0.081,0.057,0.118
120,24,Plktiv,BtPlAs,0.054,0.036,0.082
120,24,Plktiv,BtPlDw,0.07,0.05,0.106
120,24,Plktiv,BnthAs,0.061,0.043,0.089
120,24,Plktiv,BnthDw,0.065,0.045,0.097
120,24,InvSes,PelgAs,0.091,0.068,0.121
120,24,InvSes,PelgDw,0.089,0.065,0.122
120,24,InvSes,BtPlAs,0.062,0.043,0.088
120,24,InvSes,BtPlDw,0.083,0.059,0.118
120,24,InvSes,BnthAs,0.069,0.051,0.095
120,24,InvSes,BnthDw,0.069,0.049,0.097
120,24,InvMob,PelgAs,0.106,0.084,0.135
120,24,InvMob,PelgDw,0.102,0.079,0.136
120,24,InvMob,BtPlAs,0.07,0.053,0.096
120,24,InvMob,BtPlDw,0.095,0.073,0.13
120,24,InvMob,BnthAs,0.079,0.064,0.1
120,24,InvMob,BnthDw,0.09,0.071,0.112
120,24,FisCep,PelgAs,0.157,0.133,0.188
120,24,FisCep,PelgDw,0.156,0.127,0.197
120,24,FisCep,BtPlAs,0.085,0.064,0.116
120,24,FisCep,BtPlDw,0.126,0.109,0.147
120,24,FisCep,BnthAs,0.111,0.09,0.137
120,24,FisCep,BnthDw,0.099,0.081,0.124
120,26,HerMac,PelgAs,0.089,0.068,0.122
120,26,HerMac,PelgDw,0.077,0.057,0.109
120,26,HerMac,BtPlAs,0.068,0.049,0.099
120,26,HerMac,BtPlDw,0.069,0.05,0.097
120,26,HerMac,BnthAs,0.071,0.053,0.1
120,26,HerMac,BnthDw,0.07,0.052,0.099
120,26,HerDet,PelgAs,0.069,0.048,0.097
120,26,HerDet,PelgDw,0.06,0.042,0.089
120,26,HerDet,BtPlAs,0.054,0.037,0.082
120,26,HerDet,BtPlDw,0.062,0.044,0.092
120,26,HerDet,BnthAs,0.057,0.041,0.083
120,26,HerDet,BnthDw,0.055,0.039,0.081
120,26,Omnivr,PelgAs,0.08,0.057,0.115
120,26,Omnivr,PelgDw,0.07,0.049,0.104
120,26,Omnivr,BtPlAs,0.063,0.043,0.098
120,26,Omnivr,BtPlDw,0.063,0.044,0.092
120,26,Omnivr,BnthAs,0.065,0.046,0.094
120,26,Omnivr,BnthDw,0.065,0.045,0.095
120,26,Plktiv,PelgAs,0.08,0.058,0.121
120,26,Plktiv,PelgDw,0.071,0.05,0.109
120,26,Plktiv,BtPlAs,0.062,0.042,0.098
120,26,Plktiv,BtPlDw,0.063,0.042,0.094
120,26,Plktiv,BnthAs,0.065,0.046,0.098
120,26,Plktiv,BnthDw,0.063,0.045,0.099
120,26,InvSes,PelgAs,0.078,0.055,0.109
120,26,InvSes,PelgDw,0.068,0.048,0.1
120,26,InvSes,BtPlAs,0.062,0.043,0.094
120,26,InvSes,BtPlDw,0.062,0.042,0.09
120,26,InvSes,BnthAs,0.063,0.045,0.089
120,26,InvSes,BnthDw,0.058,0.041,0.085
120,26,InvMob,PelgAs,0.089,0.067,0.12
120,26,InvMob,PelgDw,0.076,0.054,0.109
120,26,InvMob,BtPlAs,0.069,0.05,0.103
120,26,InvMob,BtPlDw,0.068,0.05,0.095
120,26,InvMob,BnthAs,0.071,0.053,0.096
120,26,InvMob,BnthDw,0.073,0.056,0.101
120,26,FisCep,PelgAs,0.132,0.103,0.17
120,26,FisCep,PelgDw,0.117,0.088,0.159
120,26,FisCep,BtPlAs,0.085,0.066,0.113
120,26,FisCep,BtPlDw,0.091,0.071,0.12
120,26,FisCep,BnthAs,0.098,0.076,0.124
120,26,FisCep,BnthDw,0.082,0.066,0.103
120,28,HerMac,PelgAs,0.08,0.054,0.119
120,28,HerMac,PelgDw,0.071,0.047,0.108
120,28,HerMac,BtPlAs,0.048,0.031,0.078
120,28,HerMac,BtPlDw,0.062,0.041,0.095
120,28,HerMac,BnthAs,0.074,0.049,0.113
120,28,HerMac,BnthDw,0.05,0.034,0.074
120,28,HerDet,PelgAs,0.054,0.035,0.087
120,28,HerDet,PelgDw,0.048,0.033,0.08
120,28,HerDet,BtPlAs,0.035,0.021,0.058
120,28,HerDet,BtPlDw,0.049,0.032,0.078
120,28,HerDet,BnthAs,0.052,0.033,0.082
120,28,HerDet,BnthDw,0.035,0.023,0.057
120,28,Omnivr,PelgAs,0.069,0.045,0.109
120,28,Omnivr,PelgDw,0.061,0.039,0.101
120,28,Omnivr,BtPlAs,0.044,0.027,0.072
120,28,Omnivr,BtPlDw,0.053,0.035,0.084
120,28,Omnivr,BnthAs,0.066,0.041,0.103
120,28,Omnivr,BnthDw,0.045,0.03,0.07
120,28,Plktiv,PelgAs,0.075,0.049,0.118
120,28,Plktiv,PelgDw,0.067,0.042,0.108
120,28,Plktiv,BtPlAs,0.046,0.028,0.079
120,28,Plktiv,BtPlDw,0.057,0.037,0.094
120,28,Plktiv,BnthAs,0.07,0.045,0.115
120,28,Plktiv,BnthDw,0.047,0.031,0.077
120,28,InvSes,PelgAs,0.072,0.047,0.112
120,28,InvSes,PelgDw,0.064,0.04,0.103
120,28,InvSes,BtPlAs,0.046,0.029,0.076
120,28,InvSes,BtPlDw,0.058,0.036,0.091
120,28,InvSes,BnthAs,0.067,0.043,0.102
120,28,InvSes,BnthDw,0.043,0.029,0.068
120,28,InvMob,PelgAs,0.072,0.049,0.103
120,28,InvMob,PelgDw,0.064,0.043,0.096
120,28,InvMob,BtPlAs,0.045,0.03,0.073
120,28,InvMob,BtPlDw,0.059,0.04,0.086
120,28,InvMob,BnthAs,0.067,0.045,0.099
120,28,InvMob,BnthDw,0.045,0.032,0.064
120,28,FisCep,PelgAs,0.13,0.09,0.176
120,28,FisCep,PelgDw,0.116,0.08,0.171
120,28,FisCep,BtPlAs,0.067,0.046,0.096
120,28,FisCep,BtPlDw,0.091,0.061,0.128
